Name,Link,Likes,Dislikes,Views,Published
*NEW* HARPOON GUN In Fortnite! (Pretty Epic),https://www.youtube.com/watch?v=9vuTF5_zWeg,660,661,1463695,"Nov 5, 2019"
All The *HUGE* Changes Epic LEFT OUT of the PATCH NOTES! (Fortnite Battle Royale),https://www.youtube.com/watch?v=8HT5uOi76jI,445,446,757153,"Nov 20, 2019"
WHAT on earth is THIS in Fortnite!?,https://www.youtube.com/watch?v=_M4yQzHFDxI,1828,1829,769360,"Nov 18, 2019"
*NEW TRICK* BUILD 90S FASTER!! - Fortnite Funny Fails and WTF Moments! #749,https://www.youtube.com/watch?v=MSa545BZXX8,813,814,1014618,"Nov 22, 2019"
FORTNITE CHAPTER 2 IS HERE! (very epic),https://www.youtube.com/watch?v=n_3VcTlJ-hI,1647,1648,2124131,"Oct 15, 2019"
"*NEW* CHRISTMAS UPDATE in Fortnite! (Skins, Presents + MORE)",https://www.youtube.com/watch?v=_aOFCZyqBTI,1560,1561,1258062,"Nov 22, 2019"
Using *ONLY* Fishing Loot to WIN Fortnite 2!,https://www.youtube.com/watch?v=iXKC_YVHPxY,1774,1775,3349362,"Oct 21, 2019"
The STORMTROOPER Challenge In Fortnite!,https://www.youtube.com/watch?v=IPkYZoV4fCs,821,822,709172,"Nov 20, 2019"
This is the *NEW* BEST Shotgun in Fortnite... (it finally happened),https://www.youtube.com/watch?v=M7z_GsEpcqY,237,238,221438,"Nov 18, 2019"
*NEW* Fortnite SLIDE For LOOT Deathrun in Fortnite Battle Royale,https://www.youtube.com/watch?v=maaVWaY8wLI,2513,2514,2320273,"Nov 19, 2019"
BOUTIQUE FORTNITE du 25 Novembre 2019 ! ITEM SHOP November 25 2019 !,https://www.youtube.com/watch?v=v9Mt_boEMBo,123,124,101570,"Nov 24, 2019"
